,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER,MAGNET,ALTERNATIVE,lat,lng
1008,2002,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,379,371.0,255,68.7,,,*,*,238,62.8,10,2.64,*,*,*,*,,,104,27.44,*,*,*,*,*,*,,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1009,2003,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,366,376.0,237,63,,,*,*,224,61.2,8,2.19,*,*,*,*,,,118,32.24,*,*,*,*,*,*,,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1010,2004,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,402,420.0,290,69,,,*,*,244,60.7,22,5.47,8,1.99,*,*,,,106,26.37,*,*,*,*,*,*,,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1011,2005,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,429,434.0,311,71.7,,,*,*,236,55.01,41,9.56,6,1.4,*,*,,,115,26.81,*,*,*,*,*,*,,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1012,2006,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,435,430.0,316,,,,*,*,255,58.62,44,10.11,*,*,*,*,,,100,22.99,*,*,*,*,46,10.57,73.5,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1013,2007,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,429,417.0,279,,,,*,*,253,58.97,43,10.02,*,*,*,*,,,101,23.54,*,*,*,*,49,11.42,66.9,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1014,2008,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,414,408.0,256,,,,26,6.28,263,63.53,34,8.21,7,1.69,*,*,,,84,20.29,*,*,*,*,55,13.29,62.7,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1015,2009,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,441,439.0,253,,,,26,5.9,276,62.59,35,7.94,*,*,*,*,,,101,22.9,*,*,*,*,51,11.56,57.6,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1016,2010,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,427,422.0,324,,,,17,3.98,278,65.11,40,9.37,*,*,*,*,,,91,21.31,48,11.24,*,*,42,9.84,76.8,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1017,2011,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,426,423.0,341,,12,2.82,,,288,67.61,51,11.97,*,*,*,*,*,*,73,17.14,43,10.09,*,*,48,11.27,80.6,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1018,2012,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,411,381.0,332,,5,1.22,,,300,72.99,45,10.95,*,*,*,*,*,*,58,14.11,48,11.68,*,*,41,9.98,87.1,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1019,2013,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,418,401.0,348,,*,*,,,311,74.4,49,11.72,*,*,*,*,*,*,52,12.44,61,14.59,*,*,45,10.77,86.8,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1020,2014,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,378,371.0,325,,*,*,,,295,78.04,41,10.85,*,*,*,*,*,*,39,10.32,49,12.96,*,*,42,11.11,87.6,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1021,2015,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,371,365.0,*,,*,*,,,302,81.4,37,9.97,*,*,*,*,*,*,28,7.55,39,10.51,*,*,40,10.78,*,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1022,2016,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,381,379.0,*,,11,2.89,,,301,79,37,9.71,*,*,*,*,*,*,32,8.4,58,15.22,*,*,48,12.6,*,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1023,2017,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,369,374.0,*,,14,3.79,,,297,80.49,30,8.13,*,*,*,*,*,*,27,7.32,50,13.55,*,*,40,10.84,*,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1024,2018,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,376,374.0,*,,10,2.66,,,313,83.24,32,8.51,*,*,*,*,*,*,21,5.59,64,17.02,*,*,42,11.17,*,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1025,2019,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,381,369.0,*,,6,1.57,,,308,80.84,32,8.4,*,*,*,*,*,*,35,9.19,45,11.81,*,*,37,9.71,*,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1026,2020,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,373,360.0,*,,*,*,,,310,83.11,39,10.46,*,*,*,*,*,*,20,5.36,47,12.6,*,*,35,9.38,*,6747 Clayton,,St. Louis ,63139,3146454845.0,3146455926.0,PK,5,35.0,354.0,0.0,354.0,Y, , , , , ,115-115-4470,False,True,False,38.63132692675597,-90.30207573915477
1027,2000,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,360,358.0,340,95,,,*,*,360,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1028,2001,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,312,305.0,*,*,,,*,*,312,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1029,2002,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,313,303.0,295,97.4,,,*,*,313,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1030,2003,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,296,295.0,284,96.3,,,*,*,296,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1031,2004,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,280,280.0,*,*,,,*,*,280,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1032,2005,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,316,294.0,276,93.9,,,*,*,315,99.68,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1033,2006,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,300,304.0,261,,,,*,*,298,99.33,*,*,*,*,*,*,,,*,*,*,*,*,*,35,11.67,85.9,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1034,2007,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,254,258.0,232,,,,*,*,253,99.61,*,*,*,*,*,*,,,*,*,*,*,*,*,40,15.75,89.9,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1035,2008,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,232,246.0,184,,,,*,*,230,99.14,*,*,*,*,*,*,,,*,*,*,*,*,*,42,18.1,74.8,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1036,2009,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,241,238.0,175,,,,*,*,240,99.59,*,*,*,*,*,*,,,*,*,*,*,*,*,44,18.26,73.5,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1037,2010,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,193,191.0,179,,,,*,*,192,99.48,*,*,*,*,*,*,,,*,*,*,*,*,*,29,15.03,93.7,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1038,2011,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,188,189.0,184,,*,*,,,188,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23,12.23,97.4,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1039,2012,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,198,205.0,196,,*,*,,,198,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,15.15,95.6,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1040,2013,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,202,198.0,*,,*,*,,,202,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,15.84,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1041,2014,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,203,208.0,*,,*,*,,,203,100,*,*,*,*,*,*,*,*,*,*,5,2.46,*,*,34,16.75,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1042,2015,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,194,193.0,*,,*,*,,,192,98.97,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,16.49,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1043,2016,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,150,136.0,*,,*,*,,,149,99.33,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13,8.67,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1044,2017,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,148,140.0,*,,*,*,,,148,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21,14.19,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1045,2018,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,123,125.0,*,,*,*,,,123,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14,11.38,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1046,2019,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,119,125.0,*,,*,*,,,119,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14,11.76,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1047,2020,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,123,130.0,*,,*,*,,,123,100,*,*,*,*,*,*,*,*,*,*,5,4.07,*,*,12,9.76,*,1415 N Garrison Avenue,,St. Louis ,631061506,3145332526.0,3145330269.0,PK,6,14.0,147.0,0.0,147.0,Y, , , , , ,115-115-4480,False,False,False,38.64514399722458,-90.22070100075598
1048,2000,115115,ST. LOUIS CITY,4500,ELIOT ELEM.,298,261.0,*,*,,,*,*,298,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4242 Grove St.,,St. Louis ,63107,,,,,,,,,,,,,,,115-115-4500,False,False,False,38.66567430668204,-90.2096688741086
1049,2001,115115,ST. LOUIS CITY,4500,ELIOT ELEM.,226,238.0,*,*,,,*,*,226,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4242 Grove St.,,St. Louis ,63107,,,,,,,,,,,,,,,115-115-4500,False,False,False,38.66567430668204,-90.2096688741086
1050,2002,115115,ST. LOUIS CITY,4500,ELIOT ELEM.,251,258.0,*,*,,,*,*,251,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4242 Grove St.,,St. Louis ,63107,,,,,,,,,,,,,,,115-115-4500,False,False,False,38.66567430668204,-90.2096688741086
1051,2003,115115,ST. LOUIS CITY,4500,ELIOT ELEM.,219,187.0,*,*,,,*,*,219,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4242 Grove St.,,St. Louis ,63107,,,,,,,,,,,,,,,115-115-4500,False,False,False,38.66567430668204,-90.2096688741086
1052,2004,115115,ST. LOUIS CITY,4500,ELIOT ELEM.,181,188.0,*,*,,,*,*,178,98.34,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4242 Grove St.,,St. Louis ,63107,,,,,,,,,,,,,,,115-115-4500,False,False,False,38.66567430668204,-90.2096688741086
1053,2000,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,154,162.0,128,79,,,*,*,93,60.39,*,*,*,*,*,*,,,54,35.06,*,*,*,*,*,*,,1530 S Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4510,False,False,False,38.61882100748775,-90.23775700025156
1054,2001,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,143,149.0,121,81.2,,,*,*,98,68.53,*,*,*,*,*,*,,,43,30.07,*,*,*,*,*,*,,1530 S Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4510,False,False,False,38.61882100748775,-90.23775700025156
1055,2002,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,127,125.0,106,84.8,,,*,*,89,70.08,*,*,*,*,*,*,,,34,26.77,*,*,*,*,*,*,,1530 S Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4510,False,False,False,38.61882100748775,-90.23775700025156
1056,2003,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,128,121.0,106,87.6,,,*,*,88,68.75,*,*,*,*,*,*,,,32,25,*,*,*,*,*,*,,1530 S Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4510,False,False,False,38.61882100748775,-90.23775700025156
1057,2004,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,130,125.0,106,84.8,,,*,*,86,66.15,*,*,*,*,*,*,,,27,20.77,*,*,*,*,*,*,,1530 S Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4510,False,False,False,38.61882100748775,-90.23775700025156
1058,2005,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,114,126.0,109,86.5,,,*,*,68,59.65,*,*,*,*,*,*,,,26,22.81,*,*,*,*,*,*,,1530 S Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4510,False,False,False,38.61882100748775,-90.23775700025156
1059,2006,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,120,119.0,99,,,,*,*,76,63.33,8,6.67,*,*,*,*,,,27,22.5,*,*,*,*,32,26.67,83.2,1530 S Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4510,False,False,False,38.61882100748775,-90.23775700025156
1060,2007,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,117,116.0,92,,,,*,*,75,64.1,6,5.13,*,*,*,*,,,26,22.22,*,*,*,*,34,29.06,79.3,1530 S Grand Blvd,,St. Louis ,63104,,,,,,,,,,,,,,,115-115-4510,False,False,False,38.61882100748775,-90.23775700025156
1061,2000,115115,ST. LOUIS CITY,4520,EMERSON ELEM.,189,199.0,194,97.5,,,*,*,189,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5415 Page Boulevard,,St. Louis ,63112,,,,,,,,,,,,,,,115-115-4520,False,False,False,38.662865980836955,-90.27454701730727
1062,2001,115115,ST. LOUIS CITY,4520,EMERSON ELEM.,183,200.0,*,*,,,*,*,183,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5415 Page Boulevard,,St. Louis ,63112,,,,,,,,,,,,,,,115-115-4520,False,False,False,38.662865980836955,-90.27454701730727
1063,2002,115115,ST. LOUIS CITY,4520,EMERSON ELEM.,166,170.0,*,*,,,*,*,164,98.8,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5415 Page Boulevard,,St. Louis ,63112,,,,,,,,,,,,,,,115-115-4520,False,False,False,38.662865980836955,-90.27454701730727
1064,2003,115115,ST. LOUIS CITY,4520,EMERSON ELEM.,142,133.0,*,*,,,*,*,142,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,5415 Page Boulevard,,St. Louis ,63112,,,,,,,,,,,,,,,115-115-4520,False,False,False,38.662865980836955,-90.27454701730727
1065,2000,115115,ST. LOUIS CITY,4550,EUCLID MONTESSORI BRANCH II,54,52.0,36,69.2,,,*,*,28,51.85,*,*,*,*,*,*,,,21,38.89,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4550,False,True,False,38.65674098891054,-90.26004800119439
1066,2001,115115,ST. LOUIS CITY,4550,EUCLID MONTESSORI BRANCH II,43,47.0,32,68.1,,,*,*,26,60.47,*,*,*,*,*,*,,,13,30.23,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4550,False,True,False,38.65674098891054,-90.26004800119439
1067,2002,115115,ST. LOUIS CITY,4550,EUCLID MONTESSORI BRANCH II,32,31.0,13,41.9,,,*,*,19,59.38,*,*,*,*,*,*,,,10,31.25,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4550,False,True,False,38.65674098891054,-90.26004800119439
1068,2000,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,163,151.0,115,76.2,,,*,*,123,75.46,5,3.07,*,*,*,*,,,28,17.18,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,False,True,False,38.65674098891054,-90.26004800119439
1069,2001,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,126,128.0,98,76.6,,,*,*,96,76.19,8,6.35,*,*,*,*,,,16,12.7,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,False,True,False,38.65674098891054,-90.26004800119439
1070,2002,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,137,134.0,108,80.6,,,*,*,99,72.26,11,8.03,*,*,*,*,,,22,16.06,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,False,True,False,38.65674098891054,-90.26004800119439
1071,2003,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,128,124.0,100,80.6,,,*,*,102,79.69,8,6.25,*,*,*,*,,,15,11.72,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,False,True,False,38.65674098891054,-90.26004800119439
1072,2004,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,121,113.0,92,81.4,,,*,*,103,85.12,*,*,*,*,*,*,,,13,10.74,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,False,True,False,38.65674098891054,-90.26004800119439
1073,2005,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,114,113.0,93,82.3,,,*,*,88,77.19,6,5.26,*,*,*,*,,,17,14.91,*,*,*,*,*,*,,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,False,True,False,38.65674098891054,-90.26004800119439
1074,2006,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,108,104.0,76,,,,*,*,82,75.93,11,10.19,*,*,*,*,,,11,10.19,*,*,*,*,11,10.19,73.1,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,False,True,False,38.65674098891054,-90.26004800119439
1075,2007,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,91,89.0,70,,,,*,*,66,72.53,9,9.89,*,*,*,*,,,12,13.19,*,*,*,*,10,10.99,78.7,1131 N. Euclid,,St. Louis ,63113,,,,,,,,,,,,,,,115-115-4560,False,True,False,38.65674098891054,-90.26004800119439
1076,2000,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,370,372.0,351,94.4,,,*,*,370,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198.0,3145315356.0,PK,6,15.0,158.0,0.0,158.0,Y, , , , , ,115-115-4580,False,False,False,38.66266401887995,-90.22763702563365
1077,2001,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,374,371.0,357,96.2,,,*,*,374,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198.0,3145315356.0,PK,6,15.0,158.0,0.0,158.0,Y, , , , , ,115-115-4580,False,False,False,38.66266401887995,-90.22763702563365
1078,2002,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,333,321.0,307,95.6,,,*,*,333,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,4025 Sullivan Avenue,,St. Louis ,631072024,3145311198.0,3145315356.0,PK,6,15.0,158.0,0.0,158.0,Y, , , , , ,115-115-4580,False,False,False,38.66266401887995,-90.22763702563365
